,rainbow1,rainbow2,rainbow3,rainbow4
66,61.49072458118567,61.735675270824046,67.32488888888889,61.5344827586207
67,61.83362823075131,62.11327177457438,67.54311111111112,62.26724137931035
68,62.257644333680005,62.45873016106342,67.89333333333335,62.59310344827586
69,62.03226834453559,62.64724059981274,68.12,62.865517241379315
70,61.9767776003597,62.77808352148902,68.30799999999999,63.01379310344827
71,61.838085976984004,62.89417656661148,68.57600000000001,63.13103448275863
72,61.88612831110476,63.146955301551266,68.77022222222222,63.53275862068965
73,62.03118088552228,63.46173835773632,69.07377777777778,63.80172413793103
74,62.328330291267235,63.70033896448167,69.41422222222222,64.18275862068965
75,62.56255170642853,63.905255894306976,69.79688888888889,64.34482758620689
76,62.686868995994125,64.16040541385746,70.20400000000001,64.53448275862068
77,62.89542842040619,64.16546449499835,70.568,64.71379310344828
78,63.057144663092686,64.24028208236656,70.82844444444444,64.94482758620688
79,63.18319398844381,64.19833173037169,71.1168888888889,65.09482758620689
80,63.25760140916592,64.1888692498904,71.40933333333334,65.17241379310344
81,63.34695632305528,64.14260342209009,71.62977777777778,65.17931034482758
82,63.42551212152838,64.13082584741063,71.84044444444444,65.23793103448276
83,63.513545256455494,64.14179477368077,71.91377777777778,65.45862068965516
84,63.74620358691425,64.35522290336347,72.18622222222223,65.72413793103448
85,64.01249657408754,64.63343856288478,72.352,66.10344827586208
86,64.2563139406578,64.95045427025332,72.631,66.32068965517242
87,64.56516738219855,65.185013021241,72.90599999999999,66.53793103448275
88,64.82969779002109,65.47902955958595,73.15699999999998,66.7448275862069
89,65.04511072741273,65.81374446536881,73.37599999999999,67.05344827586208
90,65.21380924882483,66.0687362291949,73.43377777777778,67.26551724137931
91,66.85886152899427,66.37858287601667,73.54133333333333,67.65517241379311
92,67.02578735338412,66.62311605601448,73.72488888888888,67.8
93,67.20500310973733,66.88435135945748,74.01555555555555,67.94827586206897
94,67.20459756926117,67.02610434560863,74.07111111111111,68.11379310344829
95,67.26481539842585,67.18866527518637,74.08800000000001,68.43448275862069
96,67.24855353773141,67.40593929159218,74.08800000000001,68.65517241379311
97,67.31138196850587,67.57105882364382,74.012,68.98620689655174
98,67.27051172523254,67.62114241955922,73.936,69.18275862068967
99,67.24532206616786,67.6038258122835,73.84311111111111,69.34827586206897
100,67.22603039096761,67.71825389782609,73.84100000000001,69.5051724137931
101,67.23636891921404,67.81541727007291,73.86,69.58965517241379
102,67.3806305874212,67.90026562162366,73.78399999999999,69.71379310344828
103,67.48256518522375,68.07484426804835,73.708,69.77241379310345
104,67.59961672253414,68.2820579379879,73.632,69.8344827586207
105,67.61764826801286,68.39467943633099,73.6,69.89655172413794
106,67.59686956719526,68.4506417355474,73.6,69.97413793103448
107,67.5899223770261,68.52206471560494,73.676,70.01896551724138
108,67.62541122703757,68.58673170856571,73.764,70.0448275862069
109,67.94938867409492,68.64104163827368,73.9,70.05172413793103
110,67.57921872272436,68.50188317244113,73.58333333333333,70.06206896551724
111,67.6467907738244,68.74332540056413,74.256,70.07758620689656
112,67.69775188868478,68.6847895913141,74.436,70.08103448275862
113,67.70301525670632,68.62506565992662,74.616,70.08275862068966
114,67.42704950799305,68.32351989174732,74.07600000000001,70.09655172413792
115,67.44573680319,68.34637760667279,74.27199999999999,70.11724137931034
116,67.40476429841543,68.51352669036382,74.436,70.14482758620689
117,67.50333004913504,68.71855497088633,74.604,70.2551724137931
118,67.62408221435267,68.86862874681125,74.752,70.35
119,67.73784443979044,68.9470294827281,74.85600000000001,70.50689655172413
120,67.78757971824595,69.01007183535776,74.91199999999999,70.62068965517241
121,67.79959387163186,68.99431023674155,74.82400000000001,70.7344827586207
122,67.76711561004582,68.95365740930215,74.648,70.92068965517242
123,67.72668646366425,68.84548240208525,74.472,71.06034482758619
124,67.69412580142753,68.84667954623531,74.29599999999999,71.27586206896552
125,67.44546170853044,68.56040086029968,74.072,71.38620689655173
126,67.13276147011081,68.37306251836965,73.848,71.47586206896553
127,66.94834763296727,68.24674118504991,73.796,71.58620689655173
128,66.94312249997658,68.31030842915597,73.752,71.8103448275862
129,66.90480598387887,68.27071046763345,73.676,72.00344827586207
130,66.93100728643292,68.36837254397865,73.66,72.3551724137931
131,67.04128412963657,68.42727040417456,73.652,72.62413793103448
132,67.16457819038365,68.52380214601439,73.708,72.87241379310345
133,67.1438372624771,68.68723143168839,73.76400000000001,73.12068965517241
134,67.11537493045923,68.8979779031536,73.83333333333333,73.47931034482758
135,66.89177734418526,69.00129271304871,73.80666666666666,73.69655172413793
136,66.41652216496895,69.07992973850905,73.72857142857143,73.96551724137932
137,65.89163317816346,69.04762980245195,73.554,74.08620689655173
138,65.26554919169824,69.04124720377567,73.42311111111111,74.20344827586207
139,64.81958578933208,69.02131078625207,73.316,74.27931034482758
140,64.05655583953275,68.91809722780839,73.15866666666666,74.30689655172414
141,63.458055755139014,68.79956892364348,73.15422222222222,74.34137931034482
142,62.954716738479306,68.77867966999645,73.115,74.36896551724138
143,62.81850206765231,68.87695516116567,73.318,74.39655172413794
144,62.47590886849914,68.93649936825464,73.31257142857143,74.4241379310345
145,62.43959878872268,69.16607326754009,73.604,74.45689655172414
146,62.44531309070598,69.40421954586925,73.84133333333334,74.4603448275862
147,62.328798031863904,69.491193407138,73.82799999999999,74.48620689655172
148,62.31623825583205,69.71618806987834,73.90888888888888,74.52758620689656
149,62.936,71.85185185185185,74.00033333333333,74.5689655172414
150,63.21423848535936,72.08625654419963,73.99614285714286,74.4
151,63.45552044891711,72.01846009736306,73.82985714285714,73.94137931034481
152,63.55625146934669,71.73704337963866,73.694,73.03448275862068
153,63.20279684656104,72.03071669216008,72.914,72.16896551724139
154,62.42219507925692,71.99616191203411,71.87677777777778,70.90689655172415
155,61.24183112416089,70.8005935493815,70.53855555555556,69.40344827586206
156,59.223520813827484,68.63000116936144,68.992,66.43793103448274
157,57.310198792815946,66.69427619379624,67.392,64.25172413793103
158,54.65502203489639,64.02445438373577,65.42,61.03793103448276
159,53.07104490145555,61.97330807653835,63.32000000000001,59.19310344827586
160,51.729483638393205,60.048081234014894,61.24,57.63448275862069
161,50.01196820291425,57.87094938896623,59.176000000000016,55.441379310344814
162,48.80619515426824,56.32483136815758,57.135999999999996,54.353448275862064
163,47.8018900723224,54.78646748676144,55.54,53.27241379310345
164,47.3901952800301,53.79397478848611,54.544,52.98275862068966
