29,time,2-Resp1,2-Resp2,2-Resp3,2-Resp4,2-Resp5,2-Resp6,2-Resp7,2-Resp8,2-Resp9,2-Resp10,2-Resp11,2-Resp12,2-Resp13,2-Resp14,2-Resp15,2-Resp16,2-Resp17,2-Resp18,2-Resp19,2-Resp20,2-Resp21,2-Resp22,2-Resp23,2-Resp25,2-Resp26,2-Resp27,2-Resp28,2-Resp29,2-Resp30
,34,54,60,0,54,64,46,48,43,48,37,50,52,50,48,48,51,17,48,48,46,50,48,51,40,51,52,51,-1,100
,35,54,60,86,54,64,46,48,43,48,36,50,52,50,48,48,51,17,48,48,46,50,48,51,40,51,52,51,-1,100
,36,54,60,61,54,64,46,48,43,48,23,50,52,50,48,48,51,17,48,48,46,50,48,51,40,51,52,50,-1,100
,37,54,60,0,54,64,46,48,43,48,0,50,52,50,48,48,51,17,48,48,46,50,48,51,40,51,34,50,-1,100
,38,54,60,0,54,64,46,59,43,48,46,75,52,50,48,48,51,17,48,48,46,50,48,51,40,51,72,50,-1,100
,39,54,60,84,54,64,46,58,43,48,100,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,67,50,-1,100
,40,54,60,41,54,64,46,58,43,48,51,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,50,50,-1,100
,41,54,60,0,54,64,46,59,43,48,48,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,58,50,-1,100
,42,54,60,82,54,64,46,59,43,48,48,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,68,50,-1,100
,43,55,60,96,54,64,46,59,43,48,48,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,70,50,-1,100
,44,55,60,0,54,64,46,59,43,48,48,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,43,50,-1,100
,45,55,60,100,54,64,46,59,43,48,48,96,52,50,48,48,51,17,48,48,46,50,48,51,40,51,28,50,-1,100
,46,55,60,0,54,64,46,59,43,48,48,96,64,50,48,48,51,17,48,48,46,50,48,51,40,51,58,50,-1,100
,47,55,60,0,54,64,46,58,43,48,48,72,60,50,48,48,51,17,48,48,46,50,48,51,40,51,57,50,-1,100
,48,55,60,0,54,64,46,58,43,48,48,63,63,50,48,48,51,17,48,48,46,50,48,51,40,51,48,50,-1,100
,49,45,61,0,54,64,46,58,43,48,48,53,62,50,48,48,51,17,48,48,46,50,48,51,40,51,48,98,-1,100
,50,45,63,0,54,64,46,58,43,48,48,53,55,50,48,48,51,17,48,48,46,50,48,51,40,51,48,100,-1,100
,51,26,63,0,54,64,46,58,43,48,48,53,54,50,48,48,51,17,48,48,46,50,48,51,40,51,45,100,-1,100
,52,21,63,0,54,64,46,58,43,48,48,53,52,50,48,48,51,17,48,48,46,50,48,51,40,51,53,100,-1,100
,53,21,63,0,54,64,46,58,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,50,84,50,100
,54,20,62,0,54,64,46,58,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,50,80,50,100
,55,18,62,0,54,64,46,58,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,50,79,50,100
,56,16,62,6,54,64,46,58,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,59,50,100
,57,15,62,12,54,64,46,57,43,48,48,53,48,50,48,48,51,18,48,48,46,50,48,51,40,51,53,64,50,100
,58,15,62,12,54,64,46,57,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,59,14,63,10,54,64,46,57,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,60,14,63,10,54,64,46,57,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,61,15,63,10,54,64,46,57,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,62,15,62,10,54,64,46,57,43,48,48,53,48,50,48,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,63,15,62,14,54,64,46,57,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,64,17,62,16,54,64,46,66,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,65,0,62,18,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,66,0,62,19,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,67,0,63,19,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,68,0,63,22,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,69,0,62,24,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,53,50,50,100
,70,0,62,26,54,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,40,51,54,50,50,100
,71,0,62,26,54,64,46,50,43,48,48,54,48,51,47,48,51,17,48,48,46,50,48,51,40,51,54,50,50,100
,72,0,62,26,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,40,51,54,50,50,100
,73,0,62,26,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,40,51,54,50,50,100
,74,0,62,26,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,40,51,54,50,50,100
,75,0,62,26,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,45,50,50,100
,76,0,62,32,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,46,50,50,100
,77,0,62,80,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,46,50,50,100
,78,0,62,56,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,46,50,50,100
,79,0,62,52,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,46,50,50,100
,80,0,62,50,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,46,50,50,100
,81,0,62,51,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,39,51,47,50,50,100
,82,0,62,51,54,64,46,50,43,48,48,55,48,50,47,48,51,17,48,48,46,50,48,51,44,51,47,50,50,100
,83,0,62,52,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,51,47,50,50,100
,84,0,62,50,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,51,52,50,50,100
,85,0,62,50,54,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,51,50,50,50,100
,86,0,62,50,52,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,51,50,50,50,100
,87,0,62,50,52,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,51,50,50,50,100
,88,0,62,50,50,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,44,47,50,50,-1,100
,89,0,62,50,49,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,49,50,50,-1,100
,90,0,63,50,48,64,46,50,43,48,48,53,48,50,47,48,51,17,48,48,46,50,48,51,44,49,50,50,-1,100
,91,0,62,50,48,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,49,50,50,-1,100
,92,0,62,50,48,64,46,50,43,48,48,54,48,50,47,48,51,17,48,48,46,50,48,51,44,49,50,50,-1,100
,93,0,62,50,48,64,46,50,43,48,48,54,48,50,47,48,51,15,48,48,46,60,48,51,44,49,50,50,-1,100
,94,0,62,50,50,64,46,50,43,48,48,52,48,49,47,48,51,12,48,48,46,60,48,51,44,49,50,50,-1,100
,95,0,62,50,50,64,46,50,43,48,48,53,48,49,47,48,51,11,48,48,46,60,48,51,44,49,50,50,-1,64
,96,0,62,50,50,64,46,50,43,48,48,53,49,49,47,48,51,11,48,48,46,60,48,51,44,49,50,50,-1,100
,97,0,62,50,50,64,46,50,43,48,48,53,48,50,47,48,51,10,48,48,46,59,48,51,44,49,50,50,-1,100
,98,0,62,50,50,64,46,50,43,48,48,53,48,50,47,48,51,10,48,48,46,60,48,51,44,49,50,50,-1,100
,99,0,62,50,50,64,46,50,43,48,48,51,48,50,47,48,51,7,48,48,46,60,48,51,44,49,50,50,-1,100
,100,0,62,50,50,64,46,50,43,48,48,51,34,50,47,48,51,14,48,48,46,60,48,51,44,49,50,50,-1,100
,101,0,62,50,50,64,46,50,44,48,48,51,34,57,47,48,51,14,48,48,46,59,48,51,44,46,50,50,-1,100
,102,0,62,50,50,64,46,50,44,48,48,51,5,57,47,48,51,14,48,48,46,59,48,51,44,35,50,50,-1,100
,103,0,62,50,50,64,46,50,44,48,48,51,5,57,47,48,51,14,48,48,46,59,48,51,44,43,50,50,-1,100
,104,0,62,50,50,64,46,50,44,48,48,51,65,57,47,48,51,14,48,48,46,59,48,51,44,53,50,50,-1,100
,105,0,62,50,50,64,46,50,44,48,48,50,9,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,-1,100
,106,0,62,50,50,64,46,50,44,48,48,50,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,-1,100
,107,0,62,50,50,64,46,50,44,48,48,50,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,-1,100
,108,0,62,50,50,64,46,50,44,48,48,50,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,109,0,62,50,50,64,46,50,44,48,48,49,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,110,0,62,50,50,64,46,50,44,48,48,49,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,111,0,62,50,50,64,46,50,44,48,48,49,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,112,0,62,50,50,64,46,50,40,48,48,41,51,57,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,113,0,62,50,50,64,46,50,40,48,48,41,51,65,47,48,51,14,48,48,46,59,48,51,44,50,50,50,8,100
,114,0,62,50,50,64,46,50,41,48,48,41,51,65,47,48,51,14,48,48,46,59,48,51,44,50,50,20,8,100
,115,0,62,50,50,64,46,50,41,48,48,41,51,65,47,48,51,14,48,48,46,59,48,51,44,50,50,0,-1,100
,116,0,62,50,50,64,46,50,41,48,48,41,51,65,47,48,51,13,48,48,46,44,48,51,44,50,50,0,-1,100
,117,0,62,50,50,64,46,50,41,48,48,41,51,67,47,48,51,13,48,48,46,43,48,51,44,50,50,0,-1,100
,118,0,62,50,50,64,46,50,41,48,48,41,51,67,47,48,51,11,48,48,46,43,48,51,44,50,50,0,-1,100
,119,0,62,50,49,64,46,50,41,48,48,41,51,66,47,48,51,11,48,48,46,43,48,51,44,50,50,0,-1,100
,120,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,48,48,46,43,46,51,44,50,50,49,-1,100
,121,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,51,48,46,43,46,51,44,50,50,50,-1,100
,122,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,123,0,62,50,51,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,124,0,62,50,48,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,125,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,126,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,63
,127,0,62,50,50,64,46,50,41,48,48,41,51,66,47,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,63
,128,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,129,0,62,50,50,64,46,50,41,48,48,41,51,66,0,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,130,0,62,50,50,64,46,50,41,48,48,41,51,66,0,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,131,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,132,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,133,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,134,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,50,-1,100
,135,0,62,50,50,64,46,50,41,48,48,41,51,66,48,48,51,11,54,48,46,43,46,51,44,50,50,69,-1,100
,136,0,62,50,50,64,46,50,41,48,48,41,51,66,0,48,51,11,54,48,46,42,46,51,44,50,50,90,-1,100
,137,0,62,50,50,64,46,50,41,48,48,41,51,65,48,48,51,8,54,48,46,42,46,51,44,50,50,58,-1,100
,138,0,62,50,50,64,46,50,41,48,48,41,51,62,0,48,51,7,54,48,46,43,46,51,44,50,50,50,-1,100
,139,0,62,50,50,64,46,50,41,48,48,41,51,62,0,48,51,8,54,48,46,44,46,51,44,50,50,50,-1,64
,140,0,62,50,50,64,46,50,46,48,48,41,51,62,0,48,51,8,54,48,46,44,46,51,44,50,50,50,-1,100
,141,0,62,50,50,64,46,50,46,48,48,41,51,62,0,48,51,8,54,48,46,63,46,51,44,50,50,50,-1,100
,142,0,62,50,50,64,46,50,47,48,48,41,51,62,48,48,51,8,54,48,46,39,46,51,44,50,50,50,-1,100
,143,0,62,50,50,64,46,50,48,48,48,41,51,62,48,48,51,8,54,48,46,39,46,51,44,50,50,50,-1,100
,144,0,62,50,50,64,46,50,48,48,48,41,51,62,48,48,51,8,54,48,46,39,46,51,44,51,50,50,-1,100
,145,0,62,50,50,64,46,50,48,48,48,41,51,62,48,48,51,8,54,48,46,39,46,51,44,52,50,50,-1,100
,146,0,62,50,50,64,46,50,48,48,48,41,51,62,48,48,51,6,54,48,46,39,46,51,44,44,50,50,-1,100
,147,0,62,50,50,64,46,50,48,48,48,41,51,56,48,48,51,6,54,48,46,39,46,51,44,33,50,50,-1,100
,148,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,39,48,51,44,46,50,50,-1,100
,149,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,43,48,51,44,46,50,50,-1,100
,150,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,50,48,51,44,45,50,50,100,100
,151,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,50,48,51,44,45,50,50,100,100
,152,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,50,48,51,44,49,50,50,100,100
,153,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,6,54,48,46,50,48,51,44,50,50,50,100,100
,154,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,33,54,48,46,50,48,51,44,50,50,50,100,100
,155,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,7,54,48,46,50,48,51,44,50,50,50,100,100
,156,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,7,54,48,46,50,48,51,44,50,50,50,100,100
,157,0,62,50,50,64,46,50,48,48,48,41,51,64,48,48,51,7,54,48,46,50,48,51,44,50,50,50,-1,100
,158,0,62,50,50,64,46,50,48,48,48,41,51,64,0,48,51,7,54,48,46,50,48,51,44,50,50,50,-1,100
,159,0,62,52,50,64,46,50,48,48,48,41,51,64,0,48,51,23,54,48,46,50,48,51,44,50,50,50,-1,100
,160,0,62,52,50,64,46,50,48,48,48,41,51,64,48,48,51,37,54,48,46,50,48,51,44,50,50,50,-1,100
,161,0,62,52,50,64,46,50,48,48,48,41,50,64,48,48,51,37,54,48,46,50,48,0,44,50,50,50,-1,100
,162,0,62,52,50,64,46,50,48,48,48,41,50,64,48,48,51,43,54,48,46,50,48,0,44,50,50,50,-1,100
,163,0,62,52,50,64,46,50,48,48,48,41,50,64,48,48,51,43,54,48,46,50,48,0,44,50,50,50,-1,100
,164,0,62,52,50,64,46,50,48,48,48,41,50,64,48,48,51,43,54,48,46,50,48,0,44,50,50,50,-1,100
,165,0,62,52,50,64,46,50,45,48,48,41,50,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,-1,100
,166,0,62,52,50,64,46,50,45,48,48,41,50,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,167,0,62,52,50,64,46,50,45,48,48,41,50,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,168,0,62,52,50,64,46,50,45,48,48,41,50,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,169,0,62,52,50,64,46,50,45,48,48,41,56,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,170,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,171,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,172,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,43,54,48,46,50,48,1,44,50,50,50,4,100
,173,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,47,54,48,46,50,48,1,44,50,50,50,15,100
,174,1,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,47,54,48,46,50,48,1,44,50,50,50,15,100
,175,1,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,44,54,48,46,50,48,1,44,50,50,50,15,100
,176,1,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,15,100
,177,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,15,100
,178,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,15,100
,179,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,15,100
,180,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,-1,100
,181,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,-1,100
,182,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,-1,100
,183,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,40,54,48,46,50,48,1,44,50,50,50,-1,100
,184,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,36,54,48,46,50,48,1,44,50,50,50,-1,100
,185,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,36,54,48,46,50,48,1,44,50,50,50,-1,100
,186,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,37,54,48,46,50,48,1,44,50,50,50,-1,100
,187,0,62,52,50,64,46,50,45,48,48,41,54,64,48,48,51,37,54,48,46,50,48,1,44,50,50,50,-1,100
,188,0,62,52,50,64,46,50,43,48,48,41,54,64,48,48,51,37,54,48,46,50,48,1,44,50,50,50,-1,100
,189,0,62,52,50,64,46,50,43,48,48,41,54,64,48,48,51,37,54,48,46,50,48,1,44,50,50,50,-1,100
,190,0,62,52,50,64,46,50,49,48,48,41,54,64,48,48,52,37,54,48,46,50,48,1,44,50,50,50,-1,100
,191,0,62,52,50,64,46,50,49,48,48,42,54,64,48,48,52,37,54,48,46,50,48,1,44,50,50,50,-1,100
,192,0,62,52,50,64,46,50,49,48,48,43,54,64,48,48,52,37,54,48,46,50,48,1,44,50,50,50,-1,100
,193,0,62,52,50,64,46,50,49,48,48,43,54,64,48,48,52,36,54,48,46,50,48,0,44,50,50,50,-1,100
,194,0,62,52,50,64,46,50,49,48,48,43,54,64,48,48,52,34,54,48,46,50,48,4,44,50,50,50,-1,100
,195,0,62,52,50,64,46,50,49,48,48,43,54,64,48,48,52,34,54,48,46,50,48,6,44,50,50,50,-1,100
,196,0,62,52,50,64,46,50,49,48,48,43,54,61,48,48,52,35,54,48,46,50,48,5,44,50,50,50,-1,100
,197,0,62,52,50,64,46,50,49,48,48,43,54,61,48,48,52,22,54,48,46,50,48,5,44,50,50,50,-1,100
,198,0,62,52,51,64,46,50,3,48,48,43,54,61,48,48,52,22,54,48,46,50,48,5,44,50,50,50,-1,100
,199,0,62,52,59,64,46,50,50,48,48,43,54,62,48,48,52,21,54,48,46,50,48,5,44,50,50,50,-1,100
,200,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,25,54,48,46,50,48,5,44,50,50,50,-1,100
,201,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,28,54,48,46,50,48,5,44,50,50,50,-1,100
,202,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,29,54,48,46,50,48,5,44,50,50,50,-1,100
,203,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,34,54,48,46,50,48,5,44,50,50,50,-1,100
,204,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,34,54,48,46,50,48,5,44,50,50,50,-1,100
,205,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,35,54,48,46,50,48,5,44,50,50,50,-1,100
,206,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,35,54,48,46,50,48,5,44,50,50,50,-1,100
,207,0,62,52,59,64,46,50,50,48,48,43,54,61,48,48,52,36,54,48,46,50,48,5,44,50,50,50,-1,100
,208,0,62,52,59,64,46,50,50,48,48,43,54,64,48,48,52,37,54,48,46,50,48,5,44,50,50,50,-1,100
,209,0,62,52,59,64,46,50,47,48,48,43,54,74,48,48,52,37,54,48,46,50,48,5,44,50,50,50,-1,100
,210,0,62,52,59,64,46,50,47,48,48,43,54,97,48,48,52,37,54,48,46,50,48,5,44,50,50,50,-1,100
,211,0,62,52,59,64,46,50,48,48,48,43,54,100,48,48,52,46,54,48,46,50,48,5,44,50,50,50,-1,100
,212,0,62,52,59,64,46,50,48,48,48,43,54,100,48,48,52,51,54,48,46,50,48,5,44,50,50,60,-1,100
,213,0,62,52,59,64,46,50,48,48,48,43,54,100,48,48,52,51,54,48,46,50,48,5,44,50,50,48,-1,100
,214,0,62,52,59,64,46,50,48,48,48,43,54,100,48,48,52,51,54,48,46,50,48,5,44,50,50,52,-1,100
,215,0,62,52,59,64,46,50,46,48,48,43,54,100,48,48,52,50,54,48,46,50,48,5,44,50,50,51,-1,100
,216,0,62,52,59,64,46,50,46,48,48,43,54,100,48,48,52,51,54,48,46,50,48,5,44,50,50,48,-1,100
,217,0,62,52,59,64,46,50,46,48,48,43,53,100,48,48,52,51,54,48,46,50,48,5,44,50,50,51,-1,100
,218,0,62,52,59,64,46,50,46,48,48,43,53,100,48,48,52,51,54,48,46,50,48,5,44,50,51,51,-1,100
,219,0,62,52,59,64,46,50,46,48,48,43,53,100,48,48,52,51,54,48,46,50,48,5,44,50,51,50,-1,100
,220,0,62,52,48,64,46,50,46,48,48,43,53,100,48,48,52,54,54,48,46,50,48,5,44,50,51,50,-1,100
