29,time,1-Resp1,1-Resp2,1-Resp3,1-Resp4,1-Resp5,1-Resp6,1-Resp7,1-Resp8,1-Resp9,1-Resp10,1-Resp11,1-Resp12,1-Resp13,1-Resp14,1-Resp15,1-Resp16,1-Resp17,1-Resp18,1-Resp19,1-Resp20,1-Resp21,1-Resp22,1-Resp23,1-Resp25,1-Resp26,1-Resp27,1-Resp28,1-Resp29,1-Resp30
,132,78,51,78,34,69,13,62,78,65,54,66,-1,79,63,82,71,67,65,100,76,-1,67,81,-1,73,100,83,-1,60
,133,78,51,78,34,69,13,65,78,65,54,66,-1,79,63,83,71,66,65,100,85,-1,67,81,-1,73,100,83,-1,60
,134,78,51,78,34,69,13,67,78,65,54,66,79,79,63,83,71,68,65,100,85,-1,67,81,-1,73,100,83,-1,60
,135,78,51,78,34,69,13,67,78,65,56,66,79,79,63,100,71,68,65,100,85,-1,67,81,-1,73,100,83,-1,60
,136,78,51,78,34,69,13,67,78,66,56,66,79,79,63,100,71,72,65,100,85,-1,67,81,-1,73,100,83,-1,62
,137,78,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,65,100,85,-1,67,81,-1,73,100,83,-1,62
,138,78,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,65,100,85,-1,67,81,-1,73,100,83,-1,62
,139,-1,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,65,100,85,-1,67,81,-1,73,100,83,-1,62
,140,-1,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,65,100,85,-1,67,81,-1,73,100,83,-1,62
,141,79,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,58,100,85,-1,67,81,-1,73,100,83,-1,62
,142,79,51,78,34,68,-1,67,78,65,56,66,79,79,63,100,72,72,58,100,85,-1,67,81,65,73,100,83,-1,62
,143,79,51,78,34,69,-1,67,78,65,56,66,79,79,63,100,72,72,60,100,85,-1,67,81,65,73,100,83,-1,62
,144,79,51,78,34,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,-1,67,81,57,1,100,83,-1,62
,145,79,51,78,34,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,-1,67,81,59,1,100,82,-1,62
,146,79,51,78,34,69,-1,67,78,65,56,66,79,79,15,100,72,72,61,100,85,-1,67,81,59,1,100,82,-1,62
,147,79,51,6,34,69,-1,67,78,65,56,66,79,79,15,100,72,72,61,100,85,-1,67,81,59,73,100,82,-1,62
,148,79,51,6,34,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,-1,67,81,59,73,100,83,-1,62
,149,80,51,6,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,-1,67,81,59,73,100,83,-1,62
,150,80,51,6,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,-1,67,81,59,73,100,83,-1,67
,151,80,51,78,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,61,100,85,82,67,81,59,73,100,83,-1,66
,152,80,51,78,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,62,100,85,82,67,81,59,73,100,83,-1,66
,153,80,51,78,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,63,100,85,82,67,81,59,73,100,83,-1,66
,154,80,51,78,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,63,100,85,82,67,81,59,73,100,83,-1,66
,155,75,51,78,-1,69,-1,67,78,65,56,66,79,79,63,100,72,72,63,100,85,82,67,81,59,73,100,83,-1,66
,156,75,51,78,33,69,-1,67,78,65,56,66,79,79,63,100,72,72,63,100,85,82,67,81,59,73,100,83,-1,66
,157,75,51,78,33,69,-1,67,78,65,56,66,79,79,63,100,72,72,63,100,85,82,67,80,59,73,100,83,-1,66
,158,75,51,78,33,69,-1,67,78,62,56,-1,79,79,63,100,72,72,63,91,85,82,67,80,59,73,100,83,-1,66
,159,75,51,78,33,70,-1,67,78,62,56,-1,79,79,63,100,72,72,63,91,85,82,67,80,59,73,100,83,-1,66
,160,75,51,78,33,70,-1,67,78,62,56,-1,79,79,63,100,80,70,63,91,85,82,67,80,59,73,100,83,-1,66
,161,75,51,78,32,70,71,67,78,61,56,66,79,79,63,67,67,70,63,91,85,82,67,80,59,73,100,83,-1,66
,162,75,51,78,31,70,71,67,78,61,56,66,79,79,63,62,61,70,63,91,85,82,67,80,59,73,100,83,-1,66
,163,75,51,78,30,70,71,67,78,63,56,66,79,79,71,62,59,67,66,91,85,82,67,80,44,73,100,83,-1,66
,164,75,51,78,30,70,71,67,78,68,57,66,79,79,71,62,61,69,66,91,85,82,67,82,44,83,100,83,-1,66
,165,75,51,78,30,70,71,67,78,72,57,66,79,79,71,62,61,69,67,91,85,82,67,82,44,83,100,83,-1,66
,166,75,51,78,30,70,71,67,78,72,59,66,79,79,71,47,61,69,68,91,85,82,67,81,44,83,100,83,-1,66
,167,75,51,78,30,70,68,67,78,72,59,66,79,79,71,47,61,69,68,91,85,82,67,81,44,83,100,83,-1,66
,168,75,80,78,30,70,68,67,78,72,59,66,79,79,71,47,61,69,68,91,85,82,67,81,44,83,100,83,-1,66
,169,75,80,78,30,70,68,68,78,73,59,59,79,79,71,47,61,69,68,91,85,82,67,89,44,83,100,83,-1,66
,170,-1,80,78,30,70,68,69,78,73,59,59,79,79,71,47,61,69,68,91,85,82,67,94,-1,83,100,83,-1,66
,171,-1,80,78,30,70,68,73,78,73,59,59,79,79,71,47,61,69,69,91,85,82,67,100,-1,83,100,83,-1,66
,172,-1,80,78,30,69,68,77,78,73,59,59,79,79,71,47,61,69,69,91,85,82,67,100,-1,83,100,83,-1,66
,173,-1,80,78,30,69,68,78,78,73,59,59,79,79,71,47,61,69,72,91,85,82,67,100,-1,83,100,83,-1,66
,174,-1,80,76,30,69,-1,78,78,74,59,59,79,79,71,47,61,69,72,91,85,82,67,100,-1,83,100,83,-1,66
,175,-1,80,65,30,69,-1,78,78,76,59,59,79,79,71,47,61,69,72,91,85,82,67,100,55,83,100,83,-1,66
,176,-1,80,75,30,69,-1,78,78,77,59,59,79,79,71,47,63,69,72,91,85,82,67,100,56,83,100,83,-1,66
,177,-1,80,78,30,69,-1,78,78,78,-1,59,79,79,71,47,73,69,72,91,85,82,67,100,57,83,100,83,-1,66
,178,-1,80,78,30,69,-1,78,78,81,-1,59,79,79,71,59,73,69,72,91,85,82,73,100,58,83,82,83,-1,66
,179,-1,80,78,30,69,-1,78,78,81,-1,59,79,79,71,60,74,69,72,91,85,82,78,100,59,83,82,83,-1,66
,180,-1,80,78,30,69,-1,78,78,81,-1,59,79,79,71,60,74,69,75,91,85,82,78,100,59,83,82,83,-1,66
,181,-1,80,78,30,69,-1,78,78,82,60,59,79,79,71,60,75,69,74,91,85,82,78,100,60,83,82,83,-1,66
,182,-1,80,78,30,69,13,78,78,84,60,59,79,79,71,60,75,69,73,91,85,82,78,100,64,83,82,83,-1,66
,183,-1,80,78,30,71,13,78,78,85,60,59,79,79,71,69,78,69,75,91,85,82,78,100,69,83,82,83,-1,66
,184,78,80,78,30,71,13,78,78,85,60,59,79,79,71,82,81,69,75,91,85,82,78,100,71,83,82,83,-1,66
,185,78,80,78,30,72,13,78,78,86,60,59,79,79,71,82,81,69,75,91,85,82,78,100,71,83,82,83,-1,66
,186,78,80,78,30,73,13,78,78,86,60,59,79,79,74,82,81,69,75,91,85,82,78,100,71,83,82,83,-1,66
,187,78,80,78,30,73,13,78,78,87,60,59,79,79,77,82,81,69,75,100,85,82,78,100,71,83,82,83,-1,67
,188,78,80,78,30,73,13,78,78,87,-1,59,79,79,77,82,81,69,75,100,85,82,78,100,71,83,82,83,-1,78
,189,78,80,78,30,73,-1,78,78,87,-1,59,79,79,77,83,81,69,75,100,85,83,78,100,71,83,82,83,-1,78
,190,78,80,78,30,73,-1,78,78,88,-1,59,79,79,77,83,81,70,75,100,85,83,78,100,71,83,82,83,-1,78
,191,78,80,78,30,73,-1,78,78,88,-1,59,79,79,77,83,81,68,75,100,85,83,78,100,71,83,82,83,-1,78
,192,78,80,78,30,73,-1,78,78,88,-1,59,79,79,77,84,81,68,75,100,89,83,78,100,89,83,82,83,-1,78
,193,78,80,78,30,73,-1,78,78,89,-1,59,79,79,77,85,81,68,75,100,89,83,78,100,89,83,82,83,-1,78
,194,78,80,78,30,73,-1,78,78,89,-1,59,79,79,77,85,81,68,75,100,89,83,78,100,89,83,82,83,-1,78
,195,78,85,78,30,73,78,78,78,89,-1,59,79,79,77,85,81,68,75,100,89,83,78,100,89,83,82,86,-1,78
,196,78,85,78,30,73,78,88,78,89,-1,59,79,79,77,87,81,68,75,100,89,83,78,100,89,83,82,87,-1,78
,197,78,85,78,30,73,78,88,78,89,-1,59,80,79,77,87,83,68,75,100,89,83,82,100,86,83,82,87,-1,78
,198,78,85,-1,30,73,78,88,78,89,-1,59,81,79,77,89,83,68,75,100,89,83,82,100,86,83,87,87,-1,78
,199,78,85,78,30,73,78,88,78,89,60,59,81,79,77,100,83,68,75,100,89,83,82,100,86,83,87,87,-1,78
,200,78,85,78,30,73,78,88,78,89,60,59,81,79,77,100,84,68,75,100,89,83,86,100,86,83,87,87,-1,86
,201,78,85,78,30,73,78,88,78,89,60,59,81,79,77,100,84,68,75,100,89,83,86,100,86,83,87,87,-1,86
,202,78,85,78,30,71,-1,88,78,89,60,59,81,79,77,100,84,68,75,100,89,83,90,100,86,83,87,87,-1,86
,203,78,85,78,30,71,84,88,78,89,60,59,81,79,77,100,86,68,75,100,89,83,90,100,86,83,87,87,-1,86
,204,78,85,78,30,71,84,88,78,89,60,59,81,79,77,100,86,68,75,100,89,83,90,100,86,83,87,87,-1,86
,205,78,85,78,30,71,84,88,78,89,60,59,84,79,77,100,86,68,75,100,89,100,90,100,86,83,87,87,-1,86
,206,78,85,-1,30,71,84,88,78,89,-1,59,84,79,77,100,86,68,75,100,89,100,90,100,86,83,87,87,-1,86
,207,78,85,-1,30,72,84,88,78,89,-1,59,84,79,77,100,86,68,75,100,89,100,90,100,86,83,81,87,-1,86
,208,78,85,-1,30,72,84,88,78,89,60,59,84,79,77,100,86,68,75,100,89,100,90,100,86,83,66,87,-1,86
,209,78,84,-1,30,72,84,88,78,89,60,59,84,79,77,89,86,68,75,100,89,100,90,100,86,83,66,87,-1,86
,210,78,84,78,30,72,84,88,78,89,60,59,84,79,77,88,86,68,75,100,89,100,90,100,86,83,66,87,-1,86
,211,78,84,78,30,72,84,88,78,89,60,59,84,79,77,88,86,68,75,100,89,100,90,100,86,83,66,87,-1,86
