0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,
124,
125,
126,
127,
128,
129,
130,
131,
132,
133,
134,67.36363636363636
135,67.73913043478261
136,68.21739130434783
137,68.3695652173913
138,68.4695652173913
139,67.84722222222223
140,68.49142857142857
141,68.77
142,69.01222222222222
143,69.22800000000001
144,69.432
145,69.54057142857143
146,69.359
147,69.268
148,69.168
149,68.94
150,68.63600000000001
151,68.224
152,67.78399999999999
153,67.33200000000001
154,67.08
155,66.916
156,66.928
157,66.892
158,66.892
159,67.044
160,67.14399999999999
161,67.324
162,67.5
163,67.3
164,67.52083333333333
165,67.72916666666667
166,69.02083333333333
167,69.16250000000001
168,69.17916666666666
169,69.12916666666668
170,69.125
171,69.04583333333333
172,68.97083333333333
173,68.825
174,68.625
175,68.42083333333333
176,68.31354166666667
177,68.38125
178,68.690625
179,69.06018518518519
180,69.46249999999999
181,69.875
182,70.29166666666667
183,71.64782608695653
184,72.1086956521739
185,71.58749999999999
186,71.95231481481481
187,72.26296296296296
188,72.52083333333333
189,72.82453703703703
190,73.02996031746032
191,73.21319444444445
192,73.37916666666666
193,73.52222222222223
194,73.61793981481482
195,73.6363425925926
196,73.38715277777779
197,73.11805555555556
198,72.715625
199,72.2710648148148
200,71.7431712962963
201,71.20740740740742
202,70.68425925925926
203,70.18101851851851
204,70.03478260869565
205,69.67391304347825
206,69.5
207,69.35217391304349
208,69.23913043478262
209,68.9
210,68.88333333333333
211,68.87500000000001
212,68.85416666666667
213,68.83333333333333
214,68.77083333333334
215,68.69166666666668
216,68.856
217,68.82400000000001
218,68.804
219,68.788
220,68.776
221,68.74
222,68.73200000000001
223,68.76
224,68.80755555555555
225,69.09166666666667
226,70.00869565217391
227,69.71249999999999
228,69.6875
229,69.63333333333333
230,69.56666666666668
231,69.49166666666667
232,69.39166666666667
233,69.2625
234,69.11666666666666
235,68.97500000000001
236,68.825
237,67.92399999999999
238,67.852
239,67.78399999999999
240,67.34583333333335
241,67.684
242,67.632
243,67.616
244,67.612
245,66.54799999999999
246,66.5
247,66.36933333333333
248,66.21799999999999
249,66.12
250,66.02266666666667
251,65.92571428571428
252,65.918
253,65.85155555555555
