,time,2-Resp1,2-Resp2,2-Resp3,2-Resp4,2-Resp5,2-Resp6,2-Resp7,2-Resp8,2-Resp9,2-Resp10,2-Resp11,2-Resp12,2-Resp13,2-Resp14,2-Resp15,2-Resp16,2-Resp17,2-Resp18,2-Resp19,2-Resp20,2-Resp21,2-Resp22,2-Resp23,2-Resp25,2-Resp26,2-Resp27,2-Resp28,2-Resp30,Avg-1,Avg-2,Avg-3,Avg-4,Avg-5,Avg-6,Avg-7,Avg-8,Avg-9,Avg-10,Avg-11,Avg-12,Avg-13,Avg-14,Avg-15,Avg-16,Avg-17,Avg-18,Avg-19,Avg-20,Avg-21,Avg-22,Avg-23,Avg-25,Avg-26,Avg-27,Avg-28,Avg-30
609,610,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,45.0,43.0,50.0,49.0,50.0,72.0,51.74074074074074,51.44444444444444,52.03703703703704,52.03703703703704,51.96296296296296,52.074074074074076,52.03703703703704,52.03703703703704,52.111111111111114,52.03703703703704,51.888888888888886,52.03703703703704,51.77777777777778,51.925925925925924,52.111111111111114,51.96296296296296,52.111111111111114,52.03703703703704,52.111111111111114,52.03703703703704,51.55555555555556,52.03703703703704,52.22222222222222,52.2962962962963,52.03703703703704,52.074074074074076,52.03703703703704,51.22222222222222
610,611,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,45.0,43.0,50.0,49.0,50.0,72.0,51.74074074074074,51.44444444444444,52.03703703703704,52.03703703703704,51.96296296296296,52.074074074074076,52.03703703703704,52.03703703703704,52.111111111111114,52.03703703703704,51.888888888888886,52.03703703703704,51.77777777777778,51.925925925925924,52.111111111111114,51.96296296296296,52.111111111111114,52.03703703703704,52.111111111111114,52.03703703703704,51.55555555555556,52.03703703703704,52.22222222222222,52.2962962962963,52.03703703703704,52.074074074074076,52.03703703703704,51.22222222222222
611,612,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,45.0,43.0,50.0,49.0,50.0,72.0,51.74074074074074,51.44444444444444,52.03703703703704,52.03703703703704,51.96296296296296,52.074074074074076,52.03703703703704,52.03703703703704,52.111111111111114,52.03703703703704,51.888888888888886,52.03703703703704,51.77777777777778,51.925925925925924,52.111111111111114,51.96296296296296,52.111111111111114,52.03703703703704,52.111111111111114,52.03703703703704,51.55555555555556,52.03703703703704,52.22222222222222,52.2962962962963,52.03703703703704,52.074074074074076,52.03703703703704,51.22222222222222
612,613,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,45.0,43.0,50.0,49.0,50.0,72.0,51.74074074074074,51.44444444444444,52.03703703703704,52.03703703703704,51.96296296296296,52.074074074074076,52.03703703703704,52.03703703703704,52.111111111111114,52.03703703703704,51.888888888888886,52.03703703703704,51.77777777777778,51.925925925925924,52.111111111111114,51.96296296296296,52.111111111111114,52.03703703703704,52.111111111111114,52.03703703703704,51.55555555555556,52.03703703703704,52.22222222222222,52.2962962962963,52.03703703703704,52.074074074074076,52.03703703703704,51.22222222222222
613,614,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.77777777777778,51.48148148148148,52.074074074074076,52.074074074074076,52.0,52.111111111111114,52.074074074074076,52.074074074074076,52.148148148148145,52.074074074074076,51.925925925925924,52.074074074074076,51.81481481481482,51.96296296296296,52.148148148148145,52.0,52.148148148148145,52.074074074074076,52.148148148148145,52.074074074074076,51.592592592592595,52.074074074074076,52.22222222222222,52.333333333333336,52.074074074074076,52.111111111111114,52.074074074074076,51.25925925925926
614,615,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,63.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.77777777777778,51.48148148148148,52.074074074074076,52.074074074074076,52.0,52.111111111111114,52.074074074074076,52.074074074074076,52.148148148148145,52.074074074074076,51.925925925925924,52.074074074074076,51.81481481481482,51.96296296296296,52.148148148148145,52.0,52.148148148148145,52.074074074074076,52.148148148148145,52.074074074074076,51.592592592592595,52.074074074074076,52.22222222222222,52.333333333333336,52.074074074074076,52.111111111111114,52.074074074074076,51.25925925925926
615,616,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,47.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.18518518518518,50.888888888888886,51.48148148148148,51.48148148148148,51.407407407407405,51.51851851851852,51.48148148148148,51.48148148148148,51.55555555555556,51.48148148148148,51.333333333333336,51.48148148148148,51.22222222222222,51.370370370370374,51.55555555555556,51.407407407407405,51.55555555555556,51.48148148148148,51.55555555555556,51.48148148148148,51.592592592592595,51.48148148148148,51.629629629629626,51.74074074074074,51.48148148148148,51.51851851851852,51.48148148148148,50.666666666666664
616,617,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.2962962962963,51.0,51.592592592592595,51.592592592592595,51.51851851851852,51.629629629629626,51.592592592592595,51.592592592592595,51.666666666666664,51.592592592592595,51.44444444444444,51.592592592592595,51.333333333333336,51.48148148148148,51.666666666666664,51.51851851851852,51.666666666666664,51.592592592592595,51.666666666666664,51.592592592592595,51.592592592592595,51.592592592592595,51.74074074074074,51.851851851851855,51.592592592592595,51.629629629629626,51.592592592592595,50.77777777777778
617,618,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.2962962962963,51.0,51.592592592592595,51.592592592592595,51.51851851851852,51.629629629629626,51.592592592592595,51.592592592592595,51.666666666666664,51.592592592592595,51.44444444444444,51.592592592592595,51.333333333333336,51.48148148148148,51.666666666666664,51.51851851851852,51.666666666666664,51.592592592592595,51.666666666666664,51.592592592592595,51.592592592592595,51.592592592592595,51.74074074074074,51.851851851851855,51.592592592592595,51.629629629629626,51.592592592592595,50.77777777777778
618,619,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.2962962962963,51.0,51.592592592592595,51.592592592592595,51.51851851851852,51.629629629629626,51.592592592592595,51.592592592592595,51.666666666666664,51.592592592592595,51.44444444444444,51.592592592592595,51.333333333333336,51.48148148148148,51.666666666666664,51.51851851851852,51.666666666666664,51.592592592592595,51.666666666666664,51.592592592592595,51.592592592592595,51.592592592592595,51.74074074074074,51.851851851851855,51.592592592592595,51.629629629629626,51.592592592592595,50.77777777777778
619,620,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,52.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.370370370370374,51.074074074074076,51.666666666666664,51.666666666666664,51.592592592592595,51.7037037037037,51.666666666666664,51.666666666666664,51.74074074074074,51.666666666666664,51.51851851851852,51.592592592592595,51.407407407407405,51.55555555555556,51.74074074074074,51.592592592592595,51.74074074074074,51.666666666666664,51.74074074074074,51.666666666666664,51.666666666666664,51.666666666666664,51.81481481481482,51.925925925925924,51.666666666666664,51.7037037037037,51.666666666666664,50.851851851851855
620,621,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,55.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.48148148148148,51.18518518518518,51.77777777777778,51.77777777777778,51.7037037037037,51.81481481481482,51.77777777777778,51.77777777777778,51.851851851851855,51.77777777777778,51.629629629629626,51.592592592592595,51.51851851851852,51.666666666666664,51.851851851851855,51.7037037037037,51.851851851851855,51.77777777777778,51.851851851851855,51.77777777777778,51.77777777777778,51.77777777777778,51.925925925925924,52.03703703703704,51.77777777777778,51.81481481481482,51.77777777777778,50.96296296296296
621,622,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.2962962962963,51.0,51.592592592592595,51.592592592592595,51.51851851851852,51.629629629629626,51.592592592592595,51.592592592592595,51.666666666666664,51.592592592592595,51.44444444444444,51.592592592592595,51.333333333333336,51.48148148148148,51.666666666666664,51.51851851851852,51.666666666666664,51.592592592592595,51.666666666666664,51.592592592592595,51.592592592592595,51.592592592592595,51.74074074074074,51.851851851851855,51.592592592592595,51.629629629629626,51.592592592592595,50.77777777777778
622,623,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,52.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.2962962962963,51.0,51.592592592592595,51.592592592592595,51.51851851851852,51.629629629629626,51.592592592592595,51.592592592592595,51.666666666666664,51.592592592592595,51.44444444444444,51.592592592592595,51.333333333333336,51.48148148148148,51.666666666666664,51.51851851851852,51.666666666666664,51.592592592592595,51.666666666666664,51.592592592592595,51.592592592592595,51.592592592592595,51.74074074074074,51.851851851851855,51.592592592592595,51.629629629629626,51.592592592592595,50.77777777777778
623,624,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,64.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,43.0,50.0,49.0,50.0,72.0,51.74074074074074,51.44444444444444,52.03703703703704,52.03703703703704,51.96296296296296,52.074074074074076,52.03703703703704,52.03703703703704,52.111111111111114,52.03703703703704,51.888888888888886,52.03703703703704,51.77777777777778,51.925925925925924,52.111111111111114,51.51851851851852,52.111111111111114,52.03703703703704,52.111111111111114,52.03703703703704,52.03703703703704,52.03703703703704,52.18518518518518,52.2962962962963,52.03703703703704,52.074074074074076,52.03703703703704,51.22222222222222
624,625,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,70.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,54.0,50.0,49.0,50.0,72.0,52.370370370370374,52.074074074074076,52.666666666666664,52.666666666666664,52.592592592592595,52.7037037037037,52.666666666666664,52.666666666666664,52.74074074074074,52.666666666666664,52.51851851851852,52.666666666666664,52.407407407407405,52.55555555555556,52.74074074074074,51.925925925925924,52.74074074074074,52.666666666666664,52.74074074074074,52.666666666666664,52.666666666666664,52.666666666666664,52.81481481481482,52.51851851851852,52.666666666666664,52.7037037037037,52.666666666666664,51.851851851851855
625,626,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,73.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,54.0,50.0,49.0,50.0,72.0,52.48148148148148,52.18518518518518,52.77777777777778,52.77777777777778,52.7037037037037,52.81481481481482,52.77777777777778,52.77777777777778,52.851851851851855,52.77777777777778,52.629629629629626,52.77777777777778,52.51851851851852,52.666666666666664,52.851851851851855,51.925925925925924,52.851851851851855,52.77777777777778,52.851851851851855,52.77777777777778,52.77777777777778,52.77777777777778,52.925925925925924,52.629629629629626,52.77777777777778,52.81481481481482,52.77777777777778,51.96296296296296
626,627,58.0,66.0,50.0,50.0,52.0,49.0,50.0,50.0,48.0,50.0,54.0,50.0,57.0,53.0,48.0,74.0,48.0,50.0,48.0,50.0,50.0,50.0,46.0,54.0,50.0,49.0,50.0,72.0,52.51851851851852,52.22222222222222,52.81481481481482,52.81481481481482,52.74074074074074,52.851851851851855,52.81481481481482,52.81481481481482,52.888888888888886,52.81481481481482,52.666666666666664,52.81481481481482,52.55555555555556,52.7037037037037,52.888888888888886,51.925925925925924,52.888888888888886,52.81481481481482,52.888888888888886,52.81481481481482,52.81481481481482,52.81481481481482,52.96296296296296,52.666666666666664,52.81481481481482,52.851851851851855,52.81481481481482,52.0
