,rainbow1,rainbow2,rainbow3,rainbow4
0,73.88,83.64285714285714,54.488,53.686206896551724
1,74.00399999999999,83.80357142857143,54.52,53.53793103448275
2,74.116,83.8607142857143,54.647999999999996,53.55862068965517
3,73.975,83.85357142857143,54.604,53.59655172413793
4,74.23461538461538,83.60000000000001,54.776,53.61206896551724
5,74.23076923076923,83.24285714285715,55.03200000000001,53.69827586206897
6,74.18846153846154,82.97142857142856,55.29200000000001,54.02413793103448
7,74.18076923076923,82.74821428571428,55.452000000000005,54.32241379310345
8,74.15769230769232,82.75714285714287,55.604,54.40172413793103
9,74.24230769230769,82.93571428571428,55.78,54.62068965517241
10,74.33076923076922,82.84285714285714,55.972,54.834482758620695
11,74.41538461538462,82.83214285714284,56.221111111111114,55.110344827586204
12,74.4923076923077,82.86428571428573,56.454518518518526,55.258620689655174
13,75.664,82.69107142857143,56.863425925925924,55.300000000000004
14,75.756,82.54285714285714,56.9949074074074,55.210344827586205
15,75.824,82.26785714285714,57.21944444444444,55.15344827586207
16,75.88,82.025,57.527314814814815,55.05862068965517
17,75.952,81.675,57.83935185185186,54.9
18,76.028,81.32142857142857,58.17222222222222,54.56896551724138
19,75.988,81.08928571428571,58.53796296296296,54.38793103448276
20,75.94800000000001,80.68214285714285,58.89074074074074,54.18620689655172
21,75.912,80.44107142857143,60.343999999999994,54.46551724137931
22,75.876,79.98928571428571,60.68,54.65689655172414
23,75.8,79.51071428571429,61.162,54.92413793103448
24,75.82133333333333,79.04642857142858,61.272000000000006,55.10344827586208
25,75.88666666666667,78.64285714285714,61.136,55.3551724137931
26,75.964,78.10535714285714,61.03200000000001,55.52413793103449
27,76.33076923076922,77.75178571428572,60.903999999999996,55.865517241379315
28,76.37692307692308,77.18214285714285,60.728,56.175862068965515
29,76.53846153846153,76.79642857142858,60.547999999999995,56.50344827586207
30,76.56923076923077,76.46428571428571,60.548,56.75
31,76.59615384615384,76.29642857142858,60.571999999999996,57.17241379310346
32,76.62692307692308,76.24642857142858,60.544,57.64310344827586
33,76.67692307692307,76.14107142857142,60.51733333333333,58.039655172413795
34,76.73076923076923,76.07678571428572,60.873444444444445,58.64827586206896
35,76.78461538461539,75.99285714285715,61.20755555555556,58.920689655172424
36,76.82307692307693,75.93571428571428,61.71422222222222,59.22241379310344
37,76.87307692307692,75.87857142857142,62.04533333333333,59.37931034482759
38,76.92692307692307,75.83928571428571,62.38844444444444,59.606896551724134
39,76.91923076923078,75.81964285714287,62.6,59.79827586206896
40,76.9076923076923,75.81785714285715,62.824,59.87586206896552
41,76.9,75.83214285714287,63.06399999999999,59.90689655172414
42,76.86153846153846,75.83214285714287,63.20700000000001,59.92068965517241
43,76.83076923076922,75.85357142857143,63.29288888888888,59.92413793103448
44,76.76153846153846,75.87857142857142,63.336000000000006,59.91724137931035
45,76.69615384615385,75.91071428571429,63.324,59.91379310344828
46,76.63076923076923,76.0375,63.334,59.92758620689655
47,76.57307692307693,76.09107142857144,63.41,59.96206896551723
48,76.51153846153846,76.125,62.852000000000004,60.063793103448276
49,76.45384615384616,76.17142857142858,62.172000000000004,60.331034482758625
50,76.48076923076923,76.21428571428571,61.483999999999995,60.601724137931036
51,76.384,76.26428571428572,60.88,60.80344827586207
52,76.432,76.35357142857143,60.924,61.12758620689655
53,76.328,76.40555555555555,60.97688888888889,61.334482758620695
54,76.236,76.49722222222222,61.051,61.61724137931034
55,76.152,76.55833333333332,61.184,61.79827586206896
56,76.02,76.59087301587302,61.38,61.92758620689656
57,75.88088888888889,76.58928571428571,61.61599999999999,61.94655172413793
58,75.678,76.54285714285713,61.82599999999999,61.91724137931034
59,75.479,76.40892857142856,62.24,61.820689655172416
60,75.196,76.29107142857143,62.528,61.75172413793104
61,74.95700000000001,76.18214285714285,64.27222222222223,61.63448275862069
62,74.762,76.12857142857142,65.44027777777778,61.53103448275861
63,74.703,75.99642857142855,65.82638888888889,61.4551724137931
64,74.656,75.88928571428572,65.58333333333333,61.47758620689655
65,74.616,75.74642857142858,65.375,61.53448275862068
66,74.616,75.69285714285715,64.69466666666668,61.662068965517236
67,74.64399999999999,75.59642857142856,64.70666666666666,61.78275862068965
68,74.75999999999999,75.45714285714287,64.69866666666667,61.97586206896552
69,74.884,75.30357142857143,64.64266666666666,62.12758620689655
70,74.99600000000001,75.06071428571428,64.43733333333333,62.43793103448276
71,75.00000000000001,74.77142857142857,63.77885714285714,62.63793103448276
72,74.92,74.37321428571428,63.681999999999995,62.922413793103445
73,74.828,74.0625,63.68266666666666,63.10517241379311
74,74.74,73.60000000000001,64.936,63.40344827586206
75,74.77692307692308,73.27499999999999,66.196,63.61724137931034
76,74.67307692307692,73.01785714285714,66.176,63.71379310344827
77,74.53461538461539,72.84285714285714,66.14399999999999,63.83793103448276
78,74.37692307692308,72.72142857142858,66.132,63.834482758620695
79,74.19615384615385,72.56785714285715,66.156,63.737931034482756
80,73.99615384615385,72.51428571428572,66.136,63.6551724137931
81,73.88461538461539,72.51428571428572,66.136,63.51379310344828
82,73.78461538461539,72.53928571428571,66.148,63.36379310344827
83,73.70769230769231,72.56785714285715,66.18,63.29310344827586
84,73.6423076923077,72.60357142857143,66.22,63.27931034482759
85,73.6,72.51607142857142,66.26,63.293103448275865
86,73.5653846153846,72.46071428571429,66.38799999999999,63.37068965517241
87,73.54230769230769,72.33928571428571,66.512,63.42068965517241
88,73.52307692307691,72.33571428571429,66.604,63.53448275862069
89,73.51923076923077,72.23928571428571,65.89166666666667,63.66379310344827
